Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
Kawasaki Quad Bikes,Wii,2007,Racing,Data Design Interactive,0.07,0.01,0.0,0.01,0.09
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
Kekkaishi: Kokubourou no Kage,Wii,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
Kenka Banchou 2: Full Throttle,PS2,2007,Action,Spike,0.0,0.0,0.09,0.0,0.09
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0.0,0.0,0.1,0.0,0.1
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04
Kingdom Under Fire: Circle of Doom,X360,2007,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.04,0.37
Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1
Konami Classics Series: Arcade Hits,DS,2007,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
Kotoba no Puzzle: Mojipittan DS,DS,2007,Puzzle,Namco Bandai Games,0.0,0.0,0.37,0.0,0.37
Kouchuu Ouja Mushi King: Super Collection,DS,2007,Action,Sega,0.0,0.0,0.11,0.0,0.11
Kousoku Card Battle: Card Hero,DS,2007,Strategy,Nintendo,0.0,0.0,0.11,0.0,0.11
Kurikin: Nano Island Story,DS,2007,Role-Playing,Nintendo,0.0,0.0,0.09,0.0,0.09
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0.0,0.0,0.0,0.06
LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.89,1.54,0.0,0.46,4.9
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.97,0.0,0.39,2.38
LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.66,1.63,0.0,0.53,5.83
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.87,0.0,0.24,2.64
Lair,PS3,2007,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007,Misc,505 Games,0.15,0.0,0.0,0.01,0.16
Legend of the Dragon,PSP,2007,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03
Legend of the Dragon,Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06
Legend: Hand of God,PC,2007,Role-Playing,DTP Entertainment,0.0,0.02,0.0,0.0,0.02
Let's Pilates!,DS,2007,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Role-Playing,Gust,0.0,0.0,0.04,0.0,0.04
Looney Tunes: Acme Arsenal,PS2,2007,Action,Warner Bros. Interactive Entertainment,0.19,0.15,0.0,0.05,0.38
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23
Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08
Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment,0.28,0.0,0.0,0.02,0.3
Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
Lost in Blue 2,DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.07
Lost in Blue 3,DS,2007,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17
Lovely Lisa,DS,2007,Simulation,DHM Interactive,0.11,0.0,0.0,0.01,0.12
Luminous Arc,DS,2007,Role-Playing,Rising Star Games,0.16,0.0,0.06,0.01,0.24
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,0.0,0.0,0.05,0.0,0.05
Luxor: Pharaoh's Challenge,DS,2007,Puzzle,Funsta,0.0,0.01,0.0,0.0,0.01
M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,0.22,0.0,0.0,0.02,0.23
MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,0.93
MLB 07: The Show,PS3,2007,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31
MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,0.26,0.0,0.0,0.02,0.28
MLB Power Pros,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29
MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0.0,0.0,0.01,0.12
MX vs. ATV Untamed,PS2,2007,Racing,THQ,0.32,0.01,0.0,0.05,0.38
MX vs. ATV Untamed,PS3,2007,Racing,THQ,0.35,0.06,0.0,0.05,0.46
MX vs. ATV Untamed,PSP,2007,Racing,THQ,0.35,0.18,0.0,0.12,0.65
MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0.0,0.06,0.69
Madden NFL 08,DS,2007,Sports,Electronic Arts,0.24,0.0,0.0,0.02,0.27
Madden NFL 08,GC,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57
Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97
Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71
Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.89
Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0.0,0.18,2.37
Madden NFL 08,XB,2007,Sports,Electronic Arts,0.22,0.06,0.0,0.01,0.29
Magicians Academy,PS2,2007,Role-Playing,Enterbrain,0.0,0.0,0.01,0.0,0.01
Mah Jong Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.02,0.26,0.0,0.01,0.3
Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,2007,Fighting,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
Major League Baseball 2K7,PS2,2007,Sports,Spike,0.29,0.23,0.0,0.08,0.6
Major League Baseball 2K7,PS3,2007,Sports,Spike,0.23,0.0,0.0,0.02,0.25
Major League Baseball 2K7,X360,2007,Sports,Spike,0.67,0.0,0.0,0.05,0.72
Major League Baseball 2K7,PSP,2007,Sports,Take-Two Interactive,0.08,0.0,0.0,0.01,0.09
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03
Make 10: A Journey of Numbers,DS,2007,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07
Mame Goma: Honobo no Nikki,DS,2007,Simulation,TDK Core,0.0,0.0,0.03,0.0,0.03
Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0.0,0.01,0.06
Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
Manhunt 2,PS2,2007,Action,Take-Two Interactive,0.27,0.21,0.0,0.07,0.56
Manhunt 2,PSP,2007,Action,Take-Two Interactive,0.04,0.18,0.0,0.1,0.32
Manhunt 2,Wii,2007,Action,Take-Two Interactive,0.25,0.23,0.0,0.06,0.54
Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,2.58,3.9,0.66,0.91,8.06
Mario Party 8,Wii,2007,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42
Mario Party DS,DS,2007,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02
Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
Marvel Trading Card Game,DS,2007,Misc,Konami Digital Entertainment,0.11,0.0,0.0,0.01,0.12
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,0.1,0.0,0.0,0.01,0.11
Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16
Medal of Honor Heroes 2,Wii,2007,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42
Medal of Honor: Airborne,PC,2007,Shooter,Electronic Arts,0.0,0.04,0.0,0.01,0.05
Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23
Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.53,0.01,0.12,1.1
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0.0,0.0,0.03,0.0,0.03
Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,0.06,0.03,0.0,0.01,0.1
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007,Action,Capcom,0.25,0.0,0.31,0.02,0.58
Mega Man ZX Advent,DS,2007,Platform,Capcom,0.23,0.0,0.09,0.02,0.35
Meitantei Conan: Tantei Ryoku Trainer,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Meitantei Evangelion,PS2,2007,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02
Memories Off #5: Encore,PS2,2007,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0.01,0.26,0.17,0.69
Metal Gear Solid: The Essential Collection,PS2,2007,Adventure,Konami Digital Entertainment,0.23,0.18,0.0,0.06,0.46
Metal Gear Solid: The Essential Collection (JP sales),PS2,2007,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
Metal Slug Anthology,PS2,2007,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01
Metal Slug Anthology,PSP,2007,Shooter,Ignition Entertainment,0.02,0.0,0.02,0.01,0.05
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0.0,0.0,0.04
Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,2007,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05
Mini Desktop Racing,Wii,2007,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.01
MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05
Minna no Chizu 2,PSP,2007,Misc,Zenrin,0.0,0.0,0.02,0.0,0.02
Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03
Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
Mobile Suit Gundam: MS Sensen 0079,Wii,2007,Simulation,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,0.0,0.0,0.27,0.0,0.27
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0.0,0.0,0.1,0.0,0.1
Momotarou Dentetsu DS: Tokyo & Japan,DS,2007,Misc,Hudson Soft,0.0,0.0,0.34,0.0,0.34
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58
Monster Jam,DS,2007,Racing,Activision,0.13,0.0,0.0,0.01,0.14
Monster Jam,PC,2007,Racing,Activision,0.01,0.0,0.0,0.0,0.01
Monster Jam,PS2,2007,Racing,Activision,0.12,0.09,0.0,0.03,0.24
Monster Jam,Wii,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.16
Monster Jam,X360,2007,Racing,Activision,0.18,0.0,0.0,0.02,0.2
Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0.0,0.0,0.01,0.11
Monster Trux Arenas: Special Edition,Wii,2007,Racing,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04
Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.21,0.02,0.0,0.02,0.25
MotoGP '07,X360,2007,Racing,THQ,0.23,0.0,0.0,0.02,0.25
MotoGP 07,PS2,2007,Racing,Capcom,0.05,0.04,0.0,0.01,0.1
Mugen Keitai Disgaea,PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.09,0.0,0.09
My Fashion Studio,DS,2007,Misc,Ubisoft,0.41,0.01,0.0,0.03,0.45
My French Coach,DS,2007,Misc,Ubisoft,0.15,0.02,0.0,0.01,0.18
My Horse & Me,DS,2007,Sports,Atari,0.33,0.0,0.0,0.03,0.36
My Horse & Me,Wii,2007,Sports,Atari,0.27,0.02,0.0,0.03,0.32
My Spanish Coach,DS,2007,Misc,Ubisoft,0.4,0.01,0.0,0.03,0.44
My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.9,0.0,0.18,1.45
My Word Coach,Wii,2007,Misc,Ubisoft,0.46,0.02,0.0,0.04,0.51
MySims,DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
Myself; Yourself,PS2,2007,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01
Myst,DS,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1
Mystery Case Files: Ravenhearst,PC,2007,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03
Myth Makers: Orbs of Doom,Wii,2007,Puzzle,Popcorn Arcade,0.05,0.0,0.0,0.0,0.05
Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02
N+,DS,2007,Platform,Atari,0.06,0.0,0.0,0.0,0.07
N+,PSP,2007,Platform,Atari,0.03,0.0,0.0,0.0,0.03
NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,2007,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24
NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23
NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0.0,0.0,0.02,0.29
NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13
NBA 08,PSP,2007,Sports,Sony Computer Entertainment,0.03,0.0,0.0,0.0,0.03
NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6
NBA 2K8,PS3,2007,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55
NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0.0,0.0,0.07,0.85
NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72
NBA Live 08,PS3,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64
NBA Live 08,PSP,2007,Sports,Electronic Arts,0.28,0.0,0.0,0.02,0.31
NBA Live 08,Wii,2007,Sports,Electronic Arts,0.17,0.0,0.0,0.02,0.18
NBA Live 08,X360,2007,Sports,Electronic Arts,0.47,0.0,0.0,0.04,0.52
NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15
NBA Street Homecourt,X360,2007,Sports,Electronic Arts,0.45,0.01,0.0,0.04,0.5
NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0.0,0.11,0.79
NCAA Football 08,PS3,2007,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38
NCAA Football 08,X360,2007,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7
NCAA Football 08,XB,2007,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0.0,0.07,0.56
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21
NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,0.13,0.1,0.0,0.03,0.26
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.21
NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02
NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25
NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0.0,0.02,0.25
NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09
NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0.0,0.01,0.13
NHRA Drag Racing: Countdown to the Championship,PS2,2007,Racing,THQ,0.02,0.01,0.0,0.0,0.04
NHRA Drag Racing: Countdown to the Championship,PSP,2007,Racing,THQ,0.03,0.0,0.0,0.0,0.03
Namco Museum DS,DS,2007,Misc,Atari,1.18,0.01,0.06,0.09,1.35
Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0.0,0.0,0.05,0.74
Nanatsuiro * Drops Pure!!,PS2,2007,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.03
Napoleon Dynamite: The Game,PSP,2007,Puzzle,Crave Entertainment,0.03,0.0,0.0,0.0,0.04
Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007,Fighting,Takara Tomy,0.0,0.0,0.1,0.0,0.1
Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,2007,Fighting,Takara Tomy,0.0,0.0,0.09,0.0,0.09
Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.09,0.0,0.13,0.01,0.23
Naruto Shippuden: Ultimate Ninja 4,PS2,2007,Fighting,Atari,0.26,0.01,0.13,0.26,0.66
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
Naruto: Clash of Ninja Revolution,Wii,2007,Fighting,Tomy Corporation,0.45,0.46,0.0,0.11,1.02
Naruto: Path of the Ninja,DS,2007,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4
Naruto: Rise of a Ninja,X360,2007,Action,Ubisoft,0.29,0.02,0.0,0.03,0.33
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0.0,0.01,0.13
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0.0,0.04,1.68,2.41
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.54,0.46,0.0,0.12,1.11
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22,2.06
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
Nep League DS,DS,2007,Sports,Jaleco,0.0,0.0,0.18,0.0,0.18
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0.0,0.01,0.0,0.0,0.01
NiGHTS: Journey of Dreams,Wii,2007,Platform,Sega,0.33,0.03,0.04,0.03,0.42
Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0.0,0.0,0.0,0.05
Nicktoons: Attack of the Toybots,PS2,2007,Platform,THQ,0.24,0.19,0.0,0.06,0.5
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0.0,0.0,0.03,0.44
Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
Ninjabread Man,Wii,2007,Action,Popcorn Arcade,0.07,0.0,0.0,0.01,0.08
No More Heroes,Wii,2007,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
Nodame Cantabile,PS2,2007,Misc,Banpresto,0.0,0.0,0.01,0.0,0.01
Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,2007,Misc,Spike,0.0,0.0,0.05,0.0,0.05
Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,0.02,0.0,0.0,0.0,0.02
Ochaken no Heya DS 2,DS,2007,Simulation,MTO,0.0,0.0,0.09,0.0,0.09
Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06
Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,0.07,0.0,0.11,0.01,0.19
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,0.0,0.0,0.04,0.0,0.04
Ontamarama,DS,2007,Action,Atlus,0.05,0.0,0.0,0.0,0.05
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03
Operation Darkness,X360,2007,Role-Playing,Success,0.07,0.0,0.0,0.0,0.07
Operation: Vietnam,DS,2007,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07
Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0.0,0.01,0.01,0.1
Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,0.06,0.0,0.0,0.01,0.06
Original Frisbee Disc Sports: Ultimate & Golf,DS,2007,Action,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
Ouran Koukou Host Bu,PS2,2007,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
Overlord,PC,2007,Strategy,Codemasters,0.0,0.02,0.0,0.0,0.02
Overlord,X360,2007,Strategy,Codemasters,0.34,0.03,0.01,0.03,0.4
PGR4 - Project Gotham Racing 4,X360,2007,Racing,Microsoft Game Studios,0.48,1.29,0.02,0.25,2.05
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,2007,Misc,Irem Software Engineering,0.0,0.0,0.05,0.0,0.05
Pachinko Kaou: Misora Hibari,PS2,2007,Misc,Hackberry,0.0,0.0,0.02,0.0,0.02
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,2007,Misc,Hackberry,0.0,0.0,0.09,0.0,0.09
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03
Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,2007,Misc,Hackberry,0.0,0.0,0.08,0.0,0.08
Palais de Reine,PS2,2007,Strategy,Interchannel-Holon,0.0,0.0,0.01,0.0,0.01
Panzer Tactics,DS,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06
Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0.0,0.06,0.0,0.01,0.06
Paws & Claws: Dogs & Cats Best Friends,DS,2007,Simulation,THQ,0.46,0.01,0.0,0.04,0.51
Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,0.6,0.0,0.0,0.05,0.64
Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.13,0.0,0.0,0.01,0.14
Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,0.03,0.0,0.0,0.0,0.03
Petz Dogz 2,DS,2007,Simulation,Ubisoft,0.47,0.52,0.0,0.12,1.1
Petz Dogz 2,PS2,2007,Simulation,Ubisoft,0.28,0.21,0.0,0.07,0.56
Petz Dogz 2,Wii,2007,Simulation,Ubisoft,0.53,0.01,0.0,0.04,0.58
Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,0.71,0.48,0.0,0.13,1.33
Petz: Catz 2,DS,2007,Simulation,Ubisoft,0.51,0.4,0.0,0.11,1.02
Petz: Catz 2,Wii,2007,Simulation,Ubisoft,0.41,0.01,0.0,0.03,0.45
Petz: Hamsterz Life 2,DS,2007,Misc,Ubisoft,0.48,0.0,0.0,0.04,0.52
Petz: Hamsterz Life 2,GBA,2007,Misc,Ubisoft,0.01,0.0,0.0,0.0,0.01
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.41,0.0,0.0,0.03,0.44
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,0.13,0.1,0.0,0.03,0.26
Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0.0,0.0,0.03,0.43
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67
Picross DS,DS,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51
PictoImage,DS,2007,Puzzle,Sega,0.1,0.0,0.0,0.01,0.1
